phase,epochs,family,exp,init,finetune_mode,phys7_mode,lr,wd,l2sp,backbone_lr_ratio,loss_type,huber_beta,r2,mae_nm,mape_pct,median_ae_nm,n,best_epoch,val_loss,run_seed,split_seed,drop_tag,trainN,valN,testN,eval_set,num_dropped,ckpt
v12,3000,zmin,v16_zmin_physnone_headln_ep3000,stageB_best,head_ln,none,1e-06,0.0001,10.0,0.1,huber,1.0,0.8586984726888235,209.15472412109375,10.149608552455902,171.4658203125,8,2999,0.10020242893899028,2026,2026,v7fixed8,43,43,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_interface_ablation_v11/tf_lr0p001_wd0p0001_do0p1_dm256_L2_hb0p1_no_t_full_zmin_s3/best.pth
v12,2000,d1,v16_d1_physnone_headln_ep2000,stageB_best,head_ln,none,0.0001,0.0001,0.0,0.01,huber,1.0,0.7853344628569021,8.824740409851074,17.975054681301117,9.285948753356934,24,528,0.3791256248950958,2026,177,compat85,71,4,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_interface_ablation_v11/tf_lr0p001_wd0p0001_do0p1_dm256_L2_hb0p1_no_t_full_d1_s3/best.pth
