phase,epochs,family,exp,init,finetune_mode,phys7_mode,lr,wd,l2sp,backbone_lr_ratio,loss_type,huber_beta,r2,mae_nm,mape_pct,median_ae_nm,n,best_epoch,val_loss,run_seed,split_seed,drop_tag,trainN,valN,testN,eval_set,num_dropped,ckpt
v7c,500,d1,v7c_d1_full_lr3e-04_l2sp0,stageB_best,full,full,0.0003,0.0001,0.0,0.1,huber,1.0,0.5364442008173114,13.509676933288574,32.28646218776703,12.135648727416992,24,7,0.2280077189207077,2026,177,compat85,73,4,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/d1/best.pth
v7c,500,d1,v7c_d1_full_lr3e-04_l2sp0.1,stageB_best,full,full,0.0003,0.0001,0.1,0.1,huber,1.0,0.5352496919044596,13.525748252868652,32.321593165397644,12.14366340637207,24,7,0.22780652344226837,2026,177,compat85,73,4,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/d1/best.pth
v7c,500,d1,v7c_d1_full_lr3e-04_l2sp1,stageB_best,full,full,0.0003,0.0001,1.0,0.1,huber,1.0,0.5380996538601974,13.485709190368652,32.24218785762787,12.116979598999023,24,7,0.22825020551681519,2026,177,compat85,73,4,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/d1/best.pth
v7c,500,d1,v7c_d1_full_lr3e-04_l2sp10,stageB_best,full,full,0.0003,0.0001,10.0,0.1,huber,1.0,0.543125075235542,13.403460502624512,32.052937150001526,11.998254776000977,24,7,0.2288937121629715,2026,177,compat85,73,4,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/d1/best.pth
v7c,500,w,v7c_w_full_lr3e-05_l2sp0,stageB_best,full,full,3e-05,0.0001,0.0,0.1,huber,1.0,0.6635052908147985,42.341800689697266,11.88613772392273,44.71522521972656,24,492,0.049236460071471005,2026,2026,v7fixed8,34,34,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/w/best.pth
v7c,500,w,v7c_w_full_lr3e-05_l2sp1,stageB_best,full,full,3e-05,0.0001,1.0,0.1,huber,1.0,0.6643350938696476,42.27826690673828,11.865812540054321,44.67549133300781,24,492,0.04929802333936095,2026,2026,v7fixed8,34,34,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/w/best.pth
v7c,500,w,v7c_w_full_lr3e-05_l2sp10,stageB_best,full,full,3e-05,0.0001,10.0,0.1,huber,1.0,0.6658737933721122,42.155792236328125,11.830081790685654,44.71539306640625,24,492,0.04950028626869122,2026,2026,v7fixed8,34,34,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/w/best.pth
