phase,epochs,family,exp,init,finetune_mode,phys7_mode,lr,wd,l2sp,backbone_lr_ratio,loss_type,huber_beta,r2,mae_nm,mape_pct,median_ae_nm,n,best_epoch,val_loss,run_seed,split_seed,drop_tag,trainN,valN,testN,eval_set,num_dropped,ckpt
v12,3000,zmin,v12_zmin_physnone_headln_ep3000,stageB_best,head_ln,none,1e-06,0.0001,10.0,0.1,huber,1.0,0.7169988893612118,291.86474609375,13.956941664218903,248.191650390625,8,2983,0.09601161271954577,2026,2026,v7fixed8,45,45,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/zmin/best.pth
v12,2000,h1,v12_h1_physnone_headln_ep2000,stageB_best,head_ln,none,0.0001,0.0001,10.0,0.01,huber,1.0,0.8554502478768533,17.485990524291992,7.475002110004425,16.338333129882812,24,516,0.170901358127594,2026,184,drop0,30,4,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/h1/best.pth
v12,2000,d1,v12_d1_physnone_headln_ep2000,stageB_best,head_ln,none,0.0001,0.0001,0.0,0.01,huber,1.0,0.6821987723227971,10.270247459411621,20.476435124874115,9.037994384765625,24,871,0.384907990694046,2026,177,compat85,73,4,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/d1/best.pth
v12,1000,w,v12_w_physnone_headln_ep1000,stageB_best,head_ln,none,0.0003,0.0001,0.0,0.01,huber,1.0,0.6346155388642964,39.27094650268555,10.329898446798325,34.660743713378906,24,980,0.2441044155922201,2026,2026,v7fixed8,34,34,8,test,0,/Users/nyx.wang/workspace/bosch/code/runs_stageB_morph_phys7_paperA_best_by_test_fixedA/w/best.pth
