recipe,temp_C,family,cycle,cycle_value,pred_nm
B217,-10,zmin,2,2.0,0.0
B217,-10,zmin,3,3.0,406.0860595703125
B217,-10,zmin,4,4.0,919.5191650390625
B217,-10,zmin,5,5.0,1398.0594482421875
B217,-10,zmin,6,6.0,1828.14013671875
B217,-10,zmin,7,7.0,2226.56982421875
B217,-10,zmin,8,8.0,2648.37158203125
B217,-10,zmin,9,9.0,3540.28369140625
B218,-10,zmin,1,1.0,0.0
B218,-10,zmin,2,2.0,0.0
B218,-10,zmin,3,3.0,0.0
B218,-10,zmin,4,4.0,0.0
B218,-10,zmin,5,5.0,43.557926177978516
B218,-10,zmin,6,6.0,300.8414001464844
B218,-10,zmin,7,7.0,536.0050048828125
B218,-10,zmin,8,8.0,766.0668334960938
B218,-10,zmin,9,9.0,2475.67138671875
B219,-10,zmin,1,1.0,0.0
B219,-10,zmin,2,2.0,0.0
B219,-10,zmin,3,3.0,0.7309764623641968
B219,-10,zmin,4,4.0,415.4100341796875
B219,-10,zmin,5,5.0,802.89697265625
B219,-10,zmin,6,6.0,1162.1015625
B219,-10,zmin,7,7.0,1503.97705078125
B219,-10,zmin,8,8.0,1836.0228271484375
B219,-10,zmin,9,9.0,3073.550048828125
B220,-10,zmin,1,1.0,0.0
B220,-10,zmin,2,2.0,0.0
B220,-10,zmin,3,3.0,142.07498168945312
B220,-10,zmin,4,4.0,615.5108032226562
B220,-10,zmin,5,5.0,1044.8988037109375
B220,-10,zmin,6,6.0,1445.8463134765625
B220,-10,zmin,7,7.0,1814.5126953125
B220,-10,zmin,8,8.0,2171.905517578125
B220,-10,zmin,9,9.0,3262.45703125
B221,-10,zmin,1,1.0,0.0
B221,-10,zmin,2,2.0,0.0
B221,-10,zmin,3,3.0,153.31871032714844
B221,-10,zmin,4,4.0,525.0827026367188
B221,-10,zmin,5,5.0,854.2062377929688
B221,-10,zmin,6,6.0,1160.247314453125
B221,-10,zmin,7,7.0,1438.8707275390625
B221,-10,zmin,8,8.0,1736.1990966796875
B221,-10,zmin,9,9.0,3017.950927734375
B222,-10,zmin,1,1.0,0.0
B222,-10,zmin,2,2.0,0.0
B222,-10,zmin,3,3.0,470.83502197265625
B222,-10,zmin,4,4.0,1027.6259765625
B222,-10,zmin,5,5.0,1569.0955810546875
B222,-10,zmin,6,6.0,2047.34521484375
B222,-10,zmin,7,7.0,2505.21337890625
B222,-10,zmin,8,8.0,2981.196044921875
B222,-10,zmin,9,9.0,3743.75927734375
B223,-10,zmin,1,1.0,0.0
B223,-10,zmin,2,2.0,4.852093696594238
B223,-10,zmin,3,3.0,654.6375732421875
B223,-10,zmin,4,4.0,1218.5028076171875
B223,-10,zmin,5,5.0,1761.406005859375
B223,-10,zmin,6,6.0,2256.0517578125
B223,-10,zmin,7,7.0,2725.265869140625
B223,-10,zmin,8,8.0,3224.07080078125
B223,-10,zmin,9,9.0,3880.986572265625
B224,-10,zmin,1,1.0,0.0
B224,-10,zmin,2,2.0,0.0
B224,-10,zmin,3,3.0,253.43113708496094
B224,-10,zmin,4,4.0,714.2662963867188
B224,-10,zmin,5,5.0,1139.82177734375
B224,-10,zmin,6,6.0,1517.6175537109375
B224,-10,zmin,7,7.0,1867.3515625
B224,-10,zmin,8,8.0,2225.132080078125
B224,-10,zmin,9,9.0,3298.72021484375
B225,-10,zmin,1,1.0,0.0
B225,-10,zmin,2,2.0,0.0
B225,-10,zmin,3,3.0,0.0
B225,-10,zmin,4,4.0,314.8343811035156
B225,-10,zmin,5,5.0,613.2557373046875
B225,-10,zmin,6,6.0,892.68017578125
B225,-10,zmin,7,7.0,1143.6495361328125
B225,-10,zmin,8,8.0,1392.51806640625
B225,-10,zmin,9,9.0,2830.341064453125
B226,-10,zmin,1,1.0,0.0
B226,-10,zmin,2,2.0,0.0
B226,-10,zmin,3,3.0,154.28138732910156
B226,-10,zmin,4,4.0,619.5858154296875
B226,-10,zmin,5,5.0,1037.904296875
B226,-10,zmin,6,6.0,1426.5731201171875
B226,-10,zmin,7,7.0,1792.1666259765625
B226,-10,zmin,8,8.0,2146.820068359375
B226,-10,zmin,9,9.0,3258.638427734375
B227,-10,zmin,1,1.0,0.0
B227,-10,zmin,2,2.0,0.0
B227,-10,zmin,3,3.0,232.7742462158203
B227,-10,zmin,4,4.0,734.1143798828125
B227,-10,zmin,5,5.0,1201.3411865234375
B227,-10,zmin,6,6.0,1629.6656494140625
B227,-10,zmin,7,7.0,2023.5257568359375
B227,-10,zmin,8,8.0,2419.1650390625
B227,-10,zmin,9,9.0,3425.970458984375
B228,-10,zmin,1,1.0,0.0
B228,-10,zmin,2,2.0,0.0
B228,-10,zmin,3,3.0,118.14239501953125
B228,-10,zmin,4,4.0,584.0526733398438
B228,-10,zmin,5,5.0,1011.978759765625
B228,-10,zmin,6,6.0,1398.488037109375
B228,-10,zmin,7,7.0,1768.2703857421875
B228,-10,zmin,8,8.0,2121.182373046875
B228,-10,zmin,9,9.0,3249.112548828125
B229,-10,zmin,1,1.0,0.0
B229,-10,zmin,2,2.0,136.2680206298828
B229,-10,zmin,3,3.0,847.4556884765625
B229,-10,zmin,4,4.0,1452.9244384765625
B229,-10,zmin,5,5.0,2030.5115966796875
B229,-10,zmin,6,6.0,2580.5107421875
B229,-10,zmin,7,7.0,3089.59814453125
B229,-10,zmin,8,8.0,3656.623291015625
B229,-10,zmin,9,9.0,4103.74365234375
B113,-20,h1,1,1.0,0.0
B113,-20,h1,2,2.0,0.0
B113,-20,h1,3,3.0,187.03509521484375
B113,-20,h1,4,4.0,0.0
B113,-20,h1,5,5.0,178.44003295898438
B113,-20,h1,6,6.0,0.0
B113,-20,h1,7,7.0,0.0
B113,-20,h1,8,8.0,0.0
B113,-20,h1,9,9.0,220.58670043945312
B114,-20,h1,1,1.0,0.0
B114,-20,h1,2,2.0,0.0
B114,-20,h1,3,3.0,225.0779571533203
B114,-20,h1,4,4.0,0.0
B114,-20,h1,5,5.0,204.25982666015625
B114,-20,h1,6,6.0,0.0
B114,-20,h1,7,7.0,0.0
B114,-20,h1,8,8.0,0.0
B114,-20,h1,9,9.0,264.79779052734375
B116,-20,h1,1,1.0,0.0
B116,-20,h1,2,2.0,46.25089645385742
B116,-20,h1,3,3.0,240.915283203125
B116,-20,h1,4,4.0,11.854507446289062
B116,-20,h1,5,5.0,215.04550170898438
B116,-20,h1,6,6.0,0.0
B116,-20,h1,7,7.0,33.36589050292969
B116,-20,h1,8,8.0,139.46067810058594
B116,-20,h1,9,9.0,265.35601806640625
B117,-20,h1,1,1.0,1813.8975830078125
B117,-20,h1,2,2.0,1672.8330078125
B117,-20,h1,3,3.0,346.1451416015625
B117,-20,h1,4,4.0,1380.412353515625
B117,-20,h1,5,5.0,279.6518859863281
B117,-20,h1,6,6.0,1045.934814453125
B117,-20,h1,7,7.0,896.3013916015625
B117,-20,h1,8,8.0,953.4642944335938
B117,-20,h1,9,9.0,380.3930969238281
B118,-20,h1,1,1.0,3232.7744140625
B118,-20,h1,2,2.0,3062.5419921875
B118,-20,h1,3,3.0,437.6174621582031
B118,-20,h1,4,4.0,2510.848876953125
B118,-20,h1,5,5.0,334.1593322753906
B118,-20,h1,6,6.0,2064.930908203125
B118,-20,h1,7,7.0,1969.4532470703125
B118,-20,h1,8,8.0,2439.72216796875
B118,-20,h1,9,9.0,438.5287170410156
B119,-20,h1,1,1.0,0.0
B119,-20,h1,2,2.0,0.0
B119,-20,h1,3,3.0,34.89299011230469
B119,-20,h1,4,4.0,0.0
B119,-20,h1,5,5.0,82.11373901367188
B119,-20,h1,6,6.0,0.0
B119,-20,h1,7,7.0,0.0
B119,-20,h1,8,8.0,0.0
B119,-20,h1,9,9.0,93.71876525878906
B123,-10,h1,1,1.0,0.0
B123,-10,h1,2,2.0,0.0
B123,-10,h1,3,3.0,175.87277221679688
B123,-10,h1,4,4.0,0.0
B123,-10,h1,5,5.0,169.63819885253906
B123,-10,h1,6,6.0,0.0
B123,-10,h1,7,7.0,0.0
B123,-10,h1,8,8.0,0.0
B123,-10,h1,9,9.0,214.8182373046875
B124,-10,h1,1,1.0,0.0
B124,-10,h1,2,2.0,0.0
B124,-10,h1,3,3.0,175.9772186279297
B124,-10,h1,4,4.0,0.0
B124,-10,h1,5,5.0,168.0905303955078
B124,-10,h1,6,6.0,0.0
B124,-10,h1,7,7.0,0.0
B124,-10,h1,8,8.0,0.0
B124,-10,h1,9,9.0,213.33673095703125
B125,-10,h1,1,1.0,0.0
B125,-10,h1,2,2.0,0.0
B125,-10,h1,3,3.0,224.92758178710938
B125,-10,h1,4,4.0,0.0
B125,-10,h1,5,5.0,192.5651397705078
B125,-10,h1,6,6.0,0.0
B125,-10,h1,7,7.0,0.0
B125,-10,h1,8,8.0,0.0
B125,-10,h1,9,9.0,233.7698516845703
B126,-10,h1,1,1.0,0.0
B126,-10,h1,2,2.0,6.3309221267700195
B126,-10,h1,3,3.0,234.52784729003906
B126,-10,h1,4,4.0,0.0
B126,-10,h1,5,5.0,208.60594177246094
B126,-10,h1,6,6.0,0.0
B126,-10,h1,7,7.0,0.0
B126,-10,h1,8,8.0,105.62062072753906
B126,-10,h1,9,9.0,272.1424560546875
B127,-10,h1,1,1.0,1631.826171875
B127,-10,h1,2,2.0,1512.3834228515625
B127,-10,h1,3,3.0,334.0777893066406
B127,-10,h1,4,4.0,1178.1259765625
B127,-10,h1,5,5.0,269.0281982421875
B127,-10,h1,6,6.0,856.8743286132812
B127,-10,h1,7,7.0,733.0489501953125
B127,-10,h1,8,8.0,799.779052734375
B127,-10,h1,9,9.0,366.67950439453125
B128,-10,h1,1,1.0,3275.62744140625
B128,-10,h1,2,2.0,3048.878662109375
B128,-10,h1,3,3.0,430.6566467285156
B128,-10,h1,4,4.0,2464.956298828125
B128,-10,h1,5,5.0,331.8006896972656
B128,-10,h1,6,6.0,2027.9071044921875
B128,-10,h1,7,7.0,1853.9742431640625
B128,-10,h1,8,8.0,1762.0716552734375
B128,-10,h1,9,9.0,438.96966552734375
B132,-10,h1,1,1.0,0.0
B132,-10,h1,2,2.0,0.0
B132,-10,h1,3,3.0,168.29269409179688
B132,-10,h1,4,4.0,0.0
B132,-10,h1,5,5.0,165.41879272460938
B132,-10,h1,6,6.0,0.0
B132,-10,h1,7,7.0,0.0
B132,-10,h1,8,8.0,0.0
B132,-10,h1,9,9.0,201.70181274414062
B134,-10,h1,1,1.0,0.0
B134,-10,h1,2,2.0,0.0
B134,-10,h1,3,3.0,222.73410034179688
B134,-10,h1,4,4.0,0.0
B134,-10,h1,5,5.0,205.18797302246094
B134,-10,h1,6,6.0,0.0
B134,-10,h1,7,7.0,0.0
B134,-10,h1,8,8.0,0.0
B134,-10,h1,9,9.0,253.39364624023438
B135,-10,h1,1,1.0,1838.21435546875
B135,-10,h1,2,2.0,1017.6110229492188
B135,-10,h1,3,3.0,380.8112487792969
B135,-10,h1,4,4.0,1263.3828125
B135,-10,h1,5,5.0,270.39215087890625
B135,-10,h1,6,6.0,842.3335571289062
B135,-10,h1,7,7.0,705.7213745117188
B135,-10,h1,8,8.0,552.368408203125
B135,-10,h1,9,9.0,323.82940673828125
B136,-10,h1,1,1.0,0.0
B136,-10,h1,2,2.0,0.0
B136,-10,h1,3,3.0,39.5560417175293
B136,-10,h1,4,4.0,0.0
B136,-10,h1,5,5.0,96.17811584472656
B136,-10,h1,6,6.0,0.0
B136,-10,h1,7,7.0,0.0
B136,-10,h1,8,8.0,0.0
B136,-10,h1,9,9.0,95.98397064208984
B137,-10,h1,1,1.0,3970.31396484375
B137,-10,h1,2,2.0,1908.336181640625
B137,-10,h1,3,3.0,473.0574951171875
B137,-10,h1,4,4.0,2602.39794921875
B137,-10,h1,5,5.0,329.1329650878906
B137,-10,h1,6,6.0,1902.0169677734375
B137,-10,h1,7,7.0,1631.7501220703125
B137,-10,h1,8,8.0,1404.96630859375
B137,-10,h1,9,9.0,374.96221923828125
B138,-10,h1,1,1.0,3763.217529296875
B138,-10,h1,2,2.0,3188.1962890625
B138,-10,h1,3,3.0,458.0317687988281
B138,-10,h1,4,4.0,2652.637451171875
B138,-10,h1,5,5.0,337.8829345703125
B138,-10,h1,6,6.0,2081.610107421875
B138,-10,h1,7,7.0,1859.78076171875
B138,-10,h1,8,8.0,1646.356689453125
B138,-10,h1,9,9.0,419.03387451171875
B143,0,h1,1,1.0,0.0
B143,0,h1,2,2.0,0.0
B143,0,h1,3,3.0,174.9897918701172
B143,0,h1,4,4.0,0.0
B143,0,h1,5,5.0,172.99807739257812
B143,0,h1,6,6.0,0.0
B143,0,h1,7,7.0,0.0
B143,0,h1,8,8.0,0.0
B143,0,h1,9,9.0,208.1814422607422
B144,0,h1,1,1.0,0.0
B144,0,h1,2,2.0,0.0
B144,0,h1,3,3.0,143.11459350585938
B144,0,h1,4,4.0,0.0
B144,0,h1,5,5.0,147.60601806640625
B144,0,h1,6,6.0,0.0
B144,0,h1,7,7.0,0.0
B144,0,h1,8,8.0,0.0
B144,0,h1,9,9.0,179.7766571044922
B151,-20,h1,1,1.0,2202.3955078125
B151,-20,h1,2,2.0,1933.84326171875
B151,-20,h1,3,3.0,366.04937744140625
B151,-20,h1,4,4.0,1606.9765625
B151,-20,h1,5,5.0,289.8057861328125
B151,-20,h1,6,6.0,1184.3604736328125
B151,-20,h1,7,7.0,999.2427978515625
B151,-20,h1,8,8.0,858.0346069335938
B151,-20,h1,9,9.0,345.7683410644531
B166,-10,h1,1,1.0,1795.4554443359375
B166,-10,h1,2,2.0,1627.0233154296875
B166,-10,h1,3,3.0,336.4251708984375
B166,-10,h1,4,4.0,1114.185546875
B166,-10,h1,5,5.0,267.5083923339844
B166,-10,h1,6,6.0,878.7333984375
B166,-10,h1,7,7.0,726.0208129882812
B166,-10,h1,8,8.0,568.019287109375
B166,-10,h1,9,9.0,332.2817077636719
B168,-10,h1,1,1.0,24.029075622558594
B168,-10,h1,2,2.0,2.6474297046661377
B168,-10,h1,3,3.0,235.026611328125
B168,-10,h1,4,4.0,0.0
B168,-10,h1,5,5.0,210.00863647460938
B168,-10,h1,6,6.0,0.0
B168,-10,h1,7,7.0,0.0
B168,-10,h1,8,8.0,0.0
B168,-10,h1,9,9.0,286.4281311035156
B169,-10,h1,1,1.0,0.0
B169,-10,h1,2,2.0,0.0
B169,-10,h1,3,3.0,207.3527069091797
B169,-10,h1,4,4.0,0.0
B169,-10,h1,5,5.0,190.12860107421875
B169,-10,h1,6,6.0,0.0
B169,-10,h1,7,7.0,0.0
B169,-10,h1,8,8.0,0.0
B169,-10,h1,9,9.0,255.8555908203125
B170,-10,h1,1,1.0,0.0
B170,-10,h1,2,2.0,0.0
B170,-10,h1,3,3.0,206.7239227294922
B170,-10,h1,4,4.0,0.0
B170,-10,h1,5,5.0,188.42910766601562
B170,-10,h1,6,6.0,0.0
B170,-10,h1,7,7.0,0.0
B170,-10,h1,8,8.0,0.0
B170,-10,h1,9,9.0,257.2366638183594
B171,-10,h1,1,1.0,0.0
B171,-10,h1,2,2.0,0.0
B171,-10,h1,3,3.0,153.4486083984375
B171,-10,h1,4,4.0,0.0
B171,-10,h1,5,5.0,152.7288818359375
B171,-10,h1,6,6.0,0.0
B171,-10,h1,7,7.0,0.0
B171,-10,h1,8,8.0,0.0
B171,-10,h1,9,9.0,182.11856079101562
B173,-10,h1,1,1.0,0.0
B173,-10,h1,2,2.0,0.0
B173,-10,h1,3,3.0,195.81883239746094
B173,-10,h1,4,4.0,0.0
B173,-10,h1,5,5.0,183.242431640625
B173,-10,h1,6,6.0,0.0
B173,-10,h1,7,7.0,0.0
B173,-10,h1,8,8.0,0.0
B173,-10,h1,9,9.0,247.51718139648438
B174,-10,h1,1,1.0,0.0
B174,-10,h1,2,2.0,0.0
B174,-10,h1,3,3.0,139.95516967773438
B174,-10,h1,4,4.0,0.0
B174,-10,h1,5,5.0,145.87539672851562
B174,-10,h1,6,6.0,0.0
B174,-10,h1,7,7.0,0.0
B174,-10,h1,8,8.0,0.0
B174,-10,h1,9,9.0,169.71763610839844
B176,-10,h1,1,1.0,2089.759765625
B176,-10,h1,2,2.0,1930.2906494140625
B176,-10,h1,3,3.0,361.92742919921875
B176,-10,h1,4,4.0,1558.3521728515625
B176,-10,h1,5,5.0,286.7958984375
B176,-10,h1,6,6.0,1186.0064697265625
B176,-10,h1,7,7.0,1034.9063720703125
B176,-10,h1,8,8.0,1004.760986328125
B176,-10,h1,9,9.0,386.5878601074219
B177,-10,h1,1,1.0,1425.0657958984375
B177,-10,h1,2,2.0,1305.8084716796875
B177,-10,h1,3,3.0,322.69879150390625
B177,-10,h1,4,4.0,1111.3756103515625
B177,-10,h1,5,5.0,265.9589538574219
B177,-10,h1,6,6.0,811.7979736328125
B177,-10,h1,7,7.0,668.668212890625
B177,-10,h1,8,8.0,802.8763427734375
B177,-10,h1,9,9.0,364.2577819824219
B178,-10,h1,1,1.0,3776.585205078125
B178,-10,h1,2,2.0,3427.633056640625
B178,-10,h1,3,3.0,468.20880126953125
B178,-10,h1,4,4.0,2696.9990234375
B178,-10,h1,5,5.0,340.41705322265625
B178,-10,h1,6,6.0,2157.96923828125
B178,-10,h1,7,7.0,1953.6318359375
B178,-10,h1,8,8.0,1769.468994140625
B178,-10,h1,9,9.0,415.11444091796875
B180,-10,h1,1,1.0,2394.95263671875
B180,-10,h1,2,2.0,2144.923828125
B180,-10,h1,3,3.0,379.45361328125
B180,-10,h1,4,4.0,1831.79931640625
B180,-10,h1,5,5.0,303.00616455078125
B180,-10,h1,6,6.0,1476.013427734375
B180,-10,h1,7,7.0,1294.8541259765625
B180,-10,h1,8,8.0,1191.1337890625
B180,-10,h1,9,9.0,365.2480163574219
B181,-10,h1,1,1.0,1788.869873046875
B181,-10,h1,2,2.0,1568.7086181640625
B181,-10,h1,3,3.0,339.1702880859375
B181,-10,h1,4,4.0,1218.15087890625
B181,-10,h1,5,5.0,271.7064514160156
B181,-10,h1,6,6.0,916.3761596679688
B181,-10,h1,7,7.0,790.72509765625
B181,-10,h1,8,8.0,624.025390625
B181,-10,h1,9,9.0,335.28033447265625
B182,-10,h1,1,1.0,762.0902099609375
B182,-10,h1,2,2.0,0.0
B182,-10,h1,3,3.0,339.4380187988281
B182,-10,h1,4,4.0,595.250732421875
B182,-10,h1,5,5.0,224.0513153076172
B182,-10,h1,6,6.0,28.775196075439453
B182,-10,h1,7,7.0,0.0
B182,-10,h1,8,8.0,0.0
B182,-10,h1,9,9.0,253.2876434326172
B183,-10,h1,1,1.0,0.0
B183,-10,h1,2,2.0,0.0
B183,-10,h1,3,3.0,226.60899353027344
B183,-10,h1,4,4.0,0.0
B183,-10,h1,5,5.0,205.32412719726562
B183,-10,h1,6,6.0,0.0
B183,-10,h1,7,7.0,0.0
B183,-10,h1,8,8.0,0.0
B183,-10,h1,9,9.0,244.7638702392578
B184,-10,h1,1,1.0,3325.6318359375
B184,-10,h1,2,2.0,3188.5009765625
B184,-10,h1,3,3.0,464.2586364746094
B184,-10,h1,4,4.0,2777.546630859375
B184,-10,h1,5,5.0,343.7095947265625
B184,-10,h1,6,6.0,2244.160400390625
B184,-10,h1,7,7.0,2098.299072265625
B184,-10,h1,8,8.0,2023.7059326171875
B184,-10,h1,9,9.0,439.5768127441406
B185,-10,h1,1,1.0,3108.1748046875
B185,-10,h1,2,2.0,3180.205322265625
B185,-10,h1,3,3.0,455.223388671875
B185,-10,h1,4,4.0,2795.677734375
B185,-10,h1,5,5.0,348.13031005859375
B185,-10,h1,6,6.0,2341.9306640625
B185,-10,h1,7,7.0,2262.314208984375
B185,-10,h1,8,8.0,2760.076904296875
B185,-10,h1,9,9.0,458.8582763671875
B186,-10,h1,1,1.0,1847.6107177734375
B186,-10,h1,2,2.0,1387.6107177734375
B186,-10,h1,3,3.0,403.11669921875
B186,-10,h1,4,4.0,1810.5692138671875
B186,-10,h1,5,5.0,296.9898681640625
B186,-10,h1,6,6.0,1310.89990234375
B186,-10,h1,7,7.0,1120.0797119140625
B186,-10,h1,8,8.0,952.946044921875
B186,-10,h1,9,9.0,338.1600036621094
B187,-10,h1,1,1.0,0.0
B187,-10,h1,2,2.0,0.0
B187,-10,h1,3,3.0,81.78060913085938
B187,-10,h1,4,4.0,0.0
B187,-10,h1,5,5.0,144.99276733398438
B187,-10,h1,6,6.0,0.0
B187,-10,h1,7,7.0,0.0
B187,-10,h1,8,8.0,0.0
B187,-10,h1,9,9.0,125.02932739257812
B188,-10,h1,1,1.0,0.0
B188,-10,h1,2,2.0,0.0
B188,-10,h1,3,3.0,162.49510192871094
B188,-10,h1,4,4.0,0.0
B188,-10,h1,5,5.0,214.74423217773438
B188,-10,h1,6,6.0,0.0
B188,-10,h1,7,7.0,0.0
B188,-10,h1,8,8.0,0.0
B188,-10,h1,9,9.0,231.6754150390625
B189,-10,h1,1,1.0,3570.13134765625
B189,-10,h1,2,2.0,3373.3994140625
B189,-10,h1,3,3.0,453.12249755859375
B189,-10,h1,4,4.0,2770.479736328125
B189,-10,h1,5,5.0,346.1793212890625
B189,-10,h1,6,6.0,2301.588623046875
B189,-10,h1,7,7.0,2129.427001953125
B189,-10,h1,8,8.0,2129.767822265625
B189,-10,h1,9,9.0,447.6580505371094
B190,-10,h1,1,1.0,3506.787109375
B190,-10,h1,2,2.0,1899.0523681640625
B190,-10,h1,3,3.0,463.27008056640625
B190,-10,h1,4,4.0,2519.54931640625
B190,-10,h1,5,5.0,329.2796630859375
B190,-10,h1,6,6.0,1908.603515625
B190,-10,h1,7,7.0,1660.1448974609375
B190,-10,h1,8,8.0,1422.922607421875
B190,-10,h1,9,9.0,354.71490478515625
B191,-10,h1,1,1.0,1712.0220947265625
B191,-10,h1,2,2.0,1527.6297607421875
B191,-10,h1,3,3.0,403.37628173828125
B191,-10,h1,4,4.0,2681.939208984375
B191,-10,h1,5,5.0,349.8390808105469
B191,-10,h1,6,6.0,2404.932861328125
B191,-10,h1,7,7.0,2232.875244140625
B191,-10,h1,8,8.0,2150.16162109375
B191,-10,h1,9,9.0,427.73248291015625
B192,-10,h1,1,1.0,3308.078857421875
B192,-10,h1,2,2.0,3410.86572265625
B192,-10,h1,3,3.0,470.4277648925781
B192,-10,h1,4,4.0,3064.195556640625
B192,-10,h1,5,5.0,360.8701171875
B192,-10,h1,6,6.0,2606.723876953125
B192,-10,h1,7,7.0,2547.87744140625
B192,-10,h1,8,8.0,2988.209716796875
B192,-10,h1,9,9.0,477.9000244140625
B193,-10,h1,1,1.0,3361.2666015625
B193,-10,h1,2,2.0,2810.338134765625
B193,-10,h1,3,3.0,455.3238220214844
B193,-10,h1,4,4.0,2720.189453125
B193,-10,h1,5,5.0,340.9398193359375
B193,-10,h1,6,6.0,2185.436279296875
B193,-10,h1,7,7.0,1986.9757080078125
B193,-10,h1,8,8.0,1802.4246826171875
B193,-10,h1,9,9.0,382.3969421386719
B194,-10,h1,1,1.0,0.0
B194,-10,h1,2,2.0,0.0
B194,-10,h1,3,3.0,95.12521362304688
B194,-10,h1,4,4.0,0.0
B194,-10,h1,5,5.0,158.7705078125
B194,-10,h1,6,6.0,0.0
B194,-10,h1,7,7.0,0.0
B194,-10,h1,8,8.0,0.0
B194,-10,h1,9,9.0,157.451416015625
B195,-10,h1,1,1.0,0.0
B195,-10,h1,2,2.0,0.0
B195,-10,h1,3,3.0,160.0282440185547
B195,-10,h1,4,4.0,0.0
B195,-10,h1,5,5.0,226.00880432128906
B195,-10,h1,6,6.0,150.43893432617188
B195,-10,h1,7,7.0,0.0
B195,-10,h1,8,8.0,0.0
B195,-10,h1,9,9.0,237.48165893554688
B196,-10,h1,1,1.0,0.0
B196,-10,h1,2,2.0,0.0
B196,-10,h1,3,3.0,285.0484924316406
B196,-10,h1,4,4.0,1547.4388427734375
B196,-10,h1,5,5.0,307.9317321777344
B196,-10,h1,6,6.0,1639.091552734375
B196,-10,h1,7,7.0,1383.929931640625
B196,-10,h1,8,8.0,1289.90478515625
B196,-10,h1,9,9.0,375.635498046875
B197,-10,h1,1,1.0,0.0
B197,-10,h1,2,2.0,0.0
B197,-10,h1,3,3.0,216.86968994140625
B197,-10,h1,4,4.0,1486.003662109375
B197,-10,h1,5,5.0,301.94866943359375
B197,-10,h1,6,6.0,1490.499755859375
B197,-10,h1,7,7.0,1135.4412841796875
B197,-10,h1,8,8.0,735.8385620117188
B197,-10,h1,9,9.0,313.6360778808594
B198,-10,h1,1,1.0,1047.7286376953125
B198,-10,h1,2,2.0,1008.9548950195312
B198,-10,h1,3,3.0,300.8638610839844
B198,-10,h1,4,4.0,739.0055541992188
B198,-10,h1,5,5.0,247.6110076904297
B198,-10,h1,6,6.0,503.2679443359375
B198,-10,h1,7,7.0,401.367431640625
B198,-10,h1,8,8.0,360.40997314453125
B198,-10,h1,9,9.0,340.0858459472656
B199,-10,h1,1,1.0,0.0
B199,-10,h1,2,2.0,0.0
B199,-10,h1,3,3.0,93.5948486328125
B199,-10,h1,4,4.0,0.0
B199,-10,h1,5,5.0,135.46780395507812
B199,-10,h1,6,6.0,0.0
B199,-10,h1,7,7.0,0.0
B199,-10,h1,8,8.0,0.0
B199,-10,h1,9,9.0,177.96450805664062
B200,-10,h1,1,1.0,1447.781982421875
B200,-10,h1,2,2.0,1342.6055908203125
B200,-10,h1,3,3.0,323.0956115722656
B200,-10,h1,4,4.0,1008.4776611328125
B200,-10,h1,5,5.0,261.5159606933594
B200,-10,h1,6,6.0,735.5545043945312
B200,-10,h1,7,7.0,623.334228515625
B200,-10,h1,8,8.0,511.0688781738281
B200,-10,h1,9,9.0,345.6915283203125
B201,-10,h1,1,1.0,1181.04345703125
B201,-10,h1,2,2.0,454.0611572265625
B201,-10,h1,3,3.0,314.90972900390625
B201,-10,h1,4,4.0,1067.350830078125
B201,-10,h1,5,5.0,260.8327331542969
B201,-10,h1,6,6.0,609.3956909179688
B201,-10,h1,7,7.0,305.74395751953125
B201,-10,h1,8,8.0,69.2160415649414
B201,-10,h1,9,9.0,267.6402282714844
B202,-10,h1,1,1.0,2702.97314453125
B202,-10,h1,2,2.0,2446.57275390625
B202,-10,h1,3,3.0,393.91802978515625
B202,-10,h1,4,4.0,1983.4825439453125
B202,-10,h1,5,5.0,308.8310241699219
B202,-10,h1,6,6.0,1584.417724609375
B202,-10,h1,7,7.0,1418.7247314453125
B202,-10,h1,8,8.0,1488.4530029296875
B202,-10,h1,9,9.0,406.34674072265625
B203,-10,h1,1,1.0,3149.06689453125
B203,-10,h1,2,2.0,2704.505859375
B203,-10,h1,3,3.0,410.4299621582031
B203,-10,h1,4,4.0,2148.610595703125
B203,-10,h1,5,5.0,316.2159118652344
B203,-10,h1,6,6.0,1675.474609375
B203,-10,h1,7,7.0,1472.72509765625
B203,-10,h1,8,8.0,1265.382568359375
B203,-10,h1,9,9.0,389.1636657714844
B204,-10,h1,1,1.0,2683.581787109375
B204,-10,h1,2,2.0,2453.350830078125
B204,-10,h1,3,3.0,393.3246765136719
B204,-10,h1,4,4.0,1971.446044921875
B204,-10,h1,5,5.0,307.70269775390625
B204,-10,h1,6,6.0,1566.5836181640625
B204,-10,h1,7,7.0,1393.4803466796875
B204,-10,h1,8,8.0,1542.88671875
B204,-10,h1,9,9.0,409.0386047363281
B205,-10,h1,1,1.0,0.0
B205,-10,h1,2,2.0,0.0
B205,-10,h1,3,3.0,151.11697387695312
B205,-10,h1,4,4.0,0.0
B205,-10,h1,5,5.0,153.7417755126953
B205,-10,h1,6,6.0,0.0
B205,-10,h1,7,7.0,0.0
B205,-10,h1,8,8.0,0.0
B205,-10,h1,9,9.0,184.24777221679688
B206,-10,h1,1,1.0,47.364532470703125
B206,-10,h1,2,2.0,0.0
B206,-10,h1,3,3.0,250.6298370361328
B206,-10,h1,4,4.0,151.03001403808594
