recipe,temp_C,family,cycle,cycle_value,pred_nm
B206,-10,h1,5,5.0,218.16246032714844
B206,-10,h1,6,6.0,0.0
B206,-10,h1,7,7.0,0.0
B206,-10,h1,8,8.0,0.0
B206,-10,h1,9,9.0,235.97518920898438
B207,-10,h1,1,1.0,831.7041015625
B207,-10,h1,2,2.0,786.0513916015625
B207,-10,h1,3,3.0,286.783935546875
B207,-10,h1,4,4.0,567.8028564453125
B207,-10,h1,5,5.0,240.8237762451172
B207,-10,h1,6,6.0,373.29339599609375
B207,-10,h1,7,7.0,291.96484375
B207,-10,h1,8,8.0,201.197021484375
B207,-10,h1,9,9.0,321.5657043457031
B208,-10,h1,1,1.0,899.3340454101562
B208,-10,h1,2,2.0,0.0
B208,-10,h1,3,3.0,361.8816223144531
B208,-10,h1,4,4.0,613.551513671875
B208,-10,h1,5,5.0,227.43397521972656
B208,-10,h1,6,6.0,95.57130432128906
B208,-10,h1,7,7.0,0.0
B208,-10,h1,8,8.0,0.0
B208,-10,h1,9,9.0,256.06951904296875
B209,-10,h1,1,1.0,1366.089111328125
B209,-10,h1,2,2.0,1238.9404296875
B209,-10,h1,3,3.0,313.8266296386719
B209,-10,h1,4,4.0,875.1146850585938
B209,-10,h1,5,5.0,255.2882080078125
B209,-10,h1,6,6.0,612.6199340820312
B209,-10,h1,7,7.0,505.0579833984375
B209,-10,h1,8,8.0,380.379638671875
B209,-10,h1,9,9.0,337.9941711425781
B210,-10,h1,1,1.0,1112.5916748046875
B210,-10,h1,2,2.0,1019.6348266601562
B210,-10,h1,3,3.0,301.83795166015625
B210,-10,h1,4,4.0,741.8189086914062
B210,-10,h1,5,5.0,248.77102661132812
B210,-10,h1,6,6.0,513.429931640625
B210,-10,h1,7,7.0,418.4841003417969
B210,-10,h1,8,8.0,382.6478576660156
B210,-10,h1,9,9.0,334.5526123046875
B211,-10,h1,1,1.0,0.0
B211,-10,h1,2,2.0,0.0
B211,-10,h1,3,3.0,262.2550048828125
B211,-10,h1,4,4.0,0.0
B211,-10,h1,5,5.0,201.230224609375
B211,-10,h1,6,6.0,0.0
B211,-10,h1,7,7.0,0.0
B211,-10,h1,8,8.0,0.0
B211,-10,h1,9,9.0,249.93943786621094
B212,-10,h1,1,1.0,2399.2080078125
B212,-10,h1,2,2.0,2220.467041015625
B212,-10,h1,3,3.0,379.74798583984375
B212,-10,h1,4,4.0,1804.559814453125
B212,-10,h1,5,5.0,299.814208984375
B212,-10,h1,6,6.0,1444.6285400390625
B212,-10,h1,7,7.0,1290.9896240234375
B212,-10,h1,8,8.0,1536.60888671875
B212,-10,h1,9,9.0,402.1003112792969
B213,-10,h1,1,1.0,676.0093994140625
B213,-10,h1,2,2.0,601.4376831054688
B213,-10,h1,3,3.0,273.78570556640625
B213,-10,h1,4,4.0,378.2056579589844
B213,-10,h1,5,5.0,231.7526092529297
B213,-10,h1,6,6.0,187.33302307128906
B213,-10,h1,7,7.0,109.86751556396484
B213,-10,h1,8,8.0,75.1923828125
B213,-10,h1,9,9.0,312.32745361328125
B214,-10,h1,1,1.0,328.4492492675781
B214,-10,h1,2,2.0,218.20977783203125
B214,-10,h1,3,3.0,254.74766540527344
B214,-10,h1,4,4.0,99.65120697021484
B214,-10,h1,5,5.0,218.08485412597656
B214,-10,h1,6,6.0,0.0
B214,-10,h1,7,7.0,0.0
B214,-10,h1,8,8.0,0.0
B214,-10,h1,9,9.0,284.3220520019531
B215,-10,h1,1,1.0,2103.238525390625
B215,-10,h1,2,2.0,2018.909912109375
B215,-10,h1,3,3.0,373.03631591796875
B215,-10,h1,4,4.0,1729.716552734375
B215,-10,h1,5,5.0,296.82562255859375
B215,-10,h1,6,6.0,1375.956787109375
B215,-10,h1,7,7.0,1270.520751953125
B215,-10,h1,8,8.0,1534.516357421875
B215,-10,h1,9,9.0,380.2280578613281
B216,-10,h1,1,1.0,0.0
B216,-10,h1,2,2.0,0.0
B216,-10,h1,3,3.0,228.32164001464844
B216,-10,h1,4,4.0,0.0
B216,-10,h1,5,5.0,203.95005798339844
B216,-10,h1,6,6.0,0.0
B216,-10,h1,7,7.0,0.0
B216,-10,h1,8,8.0,0.0
B216,-10,h1,9,9.0,275.6794128417969
B217,-10,h1,1,1.0,2545.158935546875
B217,-10,h1,2,2.0,2195.66552734375
B217,-10,h1,3,3.0,379.7596740722656
B217,-10,h1,4,4.0,1777.3817138671875
B217,-10,h1,5,5.0,299.35137939453125
B217,-10,h1,6,6.0,1398.904541015625
B217,-10,h1,7,7.0,1217.8406982421875
B217,-10,h1,8,8.0,1028.9674072265625
B217,-10,h1,9,9.0,357.7401428222656
B218,-10,h1,1,1.0,359.47723388671875
B218,-10,h1,2,2.0,0.0
B218,-10,h1,3,3.0,345.3089599609375
B218,-10,h1,4,4.0,77.26486206054688
B218,-10,h1,5,5.0,213.97705078125
B218,-10,h1,6,6.0,0.0
B218,-10,h1,7,7.0,0.0
B218,-10,h1,8,8.0,0.0
B218,-10,h1,9,9.0,242.87713623046875
B219,-10,h1,1,1.0,1686.7945556640625
B219,-10,h1,2,2.0,689.2161254882812
B219,-10,h1,3,3.0,347.7520751953125
B219,-10,h1,4,4.0,1136.813720703125
B219,-10,h1,5,5.0,263.28192138671875
B219,-10,h1,6,6.0,760.2373657226562
B219,-10,h1,7,7.0,596.6826782226562
B219,-10,h1,8,8.0,382.79852294921875
B219,-10,h1,9,9.0,310.6904296875
B220,-10,h1,1,1.0,1987.1817626953125
B220,-10,h1,2,2.0,991.8822021484375
B220,-10,h1,3,3.0,364.8121337890625
B220,-10,h1,4,4.0,1258.54931640625
B220,-10,h1,5,5.0,270.92181396484375
B220,-10,h1,6,6.0,873.3125610351562
B220,-10,h1,7,7.0,715.7592163085938
B220,-10,h1,8,8.0,493.632080078125
B220,-10,h1,9,9.0,318.3309631347656
B221,-10,h1,1,1.0,1410.05419921875
B221,-10,h1,2,2.0,1365.2637939453125
B221,-10,h1,3,3.0,332.6519775390625
B221,-10,h1,4,4.0,1184.78759765625
B221,-10,h1,5,5.0,269.9434509277344
B221,-10,h1,6,6.0,848.564208984375
B221,-10,h1,7,7.0,665.0286254882812
B221,-10,h1,8,8.0,699.2009887695312
B221,-10,h1,9,9.0,347.00421142578125
B222,-10,h1,1,1.0,2348.30419921875
B222,-10,h1,2,2.0,2230.11962890625
B222,-10,h1,3,3.0,382.8006591796875
B222,-10,h1,4,4.0,1781.400146484375
B222,-10,h1,5,5.0,297.5634765625
B222,-10,h1,6,6.0,1387.5887451171875
B222,-10,h1,7,7.0,1290.124267578125
B222,-10,h1,8,8.0,1768.21337890625
B222,-10,h1,9,9.0,401.7011413574219
B223,-10,h1,1,1.0,2700.348876953125
B223,-10,h1,2,2.0,2556.003662109375
B223,-10,h1,3,3.0,398.6583557128906
B223,-10,h1,4,4.0,2028.39306640625
B223,-10,h1,5,5.0,310.5558166503906
B223,-10,h1,6,6.0,1620.0802001953125
B223,-10,h1,7,7.0,1432.007568359375
B223,-10,h1,8,8.0,1897.5960693359375
B223,-10,h1,9,9.0,420.6324157714844
B224,-10,h1,1,1.0,2369.635986328125
B224,-10,h1,2,2.0,1886.4049072265625
B224,-10,h1,3,3.0,364.4009094238281
B224,-10,h1,4,4.0,1537.31201171875
B224,-10,h1,5,5.0,286.41497802734375
B224,-10,h1,6,6.0,1113.7923583984375
B224,-10,h1,7,7.0,918.2960205078125
B224,-10,h1,8,8.0,693.5816040039062
B224,-10,h1,9,9.0,330.9268798828125
B225,-10,h1,1,1.0,1009.639404296875
B225,-10,h1,2,2.0,1008.0146484375
B225,-10,h1,3,3.0,304.7988586425781
B225,-10,h1,4,4.0,834.7897338867188
B225,-10,h1,5,5.0,251.7577362060547
B225,-10,h1,6,6.0,520.7286987304688
B225,-10,h1,7,7.0,427.5518798828125
B225,-10,h1,8,8.0,666.1219482421875
B225,-10,h1,9,9.0,331.2362365722656
B226,-10,h1,1,1.0,2020.356689453125
B226,-10,h1,2,2.0,1198.5960693359375
B226,-10,h1,3,3.0,363.9814453125
B226,-10,h1,4,4.0,1359.3995361328125
B226,-10,h1,5,5.0,275.3989562988281
B226,-10,h1,6,6.0,955.0353393554688
B226,-10,h1,7,7.0,791.48095703125
B226,-10,h1,8,8.0,562.3760375976562
B226,-10,h1,9,9.0,319.22393798828125
B227,-10,h1,1,1.0,1995.3485107421875
B227,-10,h1,2,2.0,1847.512451171875
B227,-10,h1,3,3.0,354.4410705566406
B227,-10,h1,4,4.0,1470.55908203125
B227,-10,h1,5,5.0,284.993408203125
B227,-10,h1,6,6.0,1162.2508544921875
B227,-10,h1,7,7.0,1038.275390625
B227,-10,h1,8,8.0,908.408203125
B227,-10,h1,9,9.0,375.4875183105469
B228,-10,h1,1,1.0,1707.7049560546875
B228,-10,h1,2,2.0,1526.569091796875
B228,-10,h1,3,3.0,334.5107421875
B228,-10,h1,4,4.0,1161.6693115234375
B228,-10,h1,5,5.0,268.4012756347656
B228,-10,h1,6,6.0,867.178955078125
B228,-10,h1,7,7.0,749.4580688476562
B228,-10,h1,8,8.0,767.1292724609375
B228,-10,h1,9,9.0,361.0414733886719
B229,-10,h1,1,1.0,3121.3603515625
B229,-10,h1,2,2.0,3003.677490234375
B229,-10,h1,3,3.0,431.9317321777344
B229,-10,h1,4,4.0,2414.5380859375
B229,-10,h1,5,5.0,329.67327880859375
B229,-10,h1,6,6.0,1988.0614013671875
B229,-10,h1,7,7.0,1872.8795166015625
B229,-10,h1,8,8.0,2468.677734375
B229,-10,h1,9,9.0,440.94122314453125
B113,-20,d1,1,1.0,0.0
B113,-20,d1,2,2.0,0.0
B113,-20,d1,3,3.0,44.1639404296875
B113,-20,d1,4,4.0,0.0
B113,-20,d1,5,5.0,32.69170379638672
B113,-20,d1,6,6.0,0.0
B113,-20,d1,7,7.0,0.0
B113,-20,d1,8,8.0,0.0
B113,-20,d1,9,9.0,15.810126304626465
B114,-20,d1,1,1.0,0.0
B114,-20,d1,2,2.0,0.0
B114,-20,d1,3,3.0,42.26289749145508
B114,-20,d1,4,4.0,0.0
B114,-20,d1,5,5.0,29.072248458862305
B114,-20,d1,6,6.0,0.0
B114,-20,d1,7,7.0,0.0
B114,-20,d1,8,8.0,0.0
B114,-20,d1,9,9.0,14.374671936035156
B116,-20,d1,1,1.0,0.0
B116,-20,d1,2,2.0,0.0
B116,-20,d1,3,3.0,48.77434539794922
B116,-20,d1,4,4.0,0.0
B116,-20,d1,5,5.0,33.37442398071289
B116,-20,d1,6,6.0,0.0
B116,-20,d1,7,7.0,0.0
B116,-20,d1,8,8.0,0.0
B116,-20,d1,9,9.0,14.628125190734863
B117,-20,d1,1,1.0,2917.285400390625
B117,-20,d1,2,2.0,2387.1669921875
B117,-20,d1,3,3.0,99.26469421386719
B117,-20,d1,4,4.0,1366.1468505859375
B117,-20,d1,5,5.0,66.8868408203125
B117,-20,d1,6,6.0,820.67333984375
B117,-20,d1,7,7.0,669.276611328125
B117,-20,d1,8,8.0,491.4854431152344
B117,-20,d1,9,9.0,41.81268310546875
B118,-20,d1,1,1.0,4756.14111328125
B118,-20,d1,2,2.0,4158.5185546875
B118,-20,d1,3,3.0,135.56283569335938
B118,-20,d1,4,4.0,2904.0703125
B118,-20,d1,5,5.0,93.67980194091797
B118,-20,d1,6,6.0,2273.75341796875
B118,-20,d1,7,7.0,2068.294921875
B118,-20,d1,8,8.0,1749.114013671875
B118,-20,d1,9,9.0,62.70291519165039
B119,-20,d1,1,1.0,3601.021240234375
B119,-20,d1,2,2.0,3355.067626953125
B119,-20,d1,3,3.0,124.24185180664062
B119,-20,d1,4,4.0,2618.848388671875
B119,-20,d1,5,5.0,90.9532699584961
B119,-20,d1,6,6.0,2044.261962890625
B119,-20,d1,7,7.0,1656.73486328125
B119,-20,d1,8,8.0,1155.4124755859375
B119,-20,d1,9,9.0,49.79793167114258
B123,-10,d1,1,1.0,0.0
B123,-10,d1,2,2.0,0.0
B123,-10,d1,3,3.0,46.18603515625
B123,-10,d1,4,4.0,0.0
B123,-10,d1,5,5.0,33.984046936035156
B123,-10,d1,6,6.0,0.0
B123,-10,d1,7,7.0,0.0
B123,-10,d1,8,8.0,0.0
B123,-10,d1,9,9.0,17.560203552246094
B124,-10,d1,1,1.0,0.0
B124,-10,d1,2,2.0,0.0
B124,-10,d1,3,3.0,44.01585388183594
B124,-10,d1,4,4.0,0.0
B124,-10,d1,5,5.0,33.03831100463867
B124,-10,d1,6,6.0,0.0
B124,-10,d1,7,7.0,0.0
B124,-10,d1,8,8.0,0.0
B124,-10,d1,9,9.0,17.08086395263672
B125,-10,d1,1,1.0,0.0
B125,-10,d1,2,2.0,0.0
B125,-10,d1,3,3.0,36.52958679199219
B125,-10,d1,4,4.0,0.0
B125,-10,d1,5,5.0,28.904199600219727
B125,-10,d1,6,6.0,0.0
B125,-10,d1,7,7.0,0.0
B125,-10,d1,8,8.0,0.0
B125,-10,d1,9,9.0,15.936464309692383
B126,-10,d1,1,1.0,0.0
B126,-10,d1,2,2.0,0.0
B126,-10,d1,3,3.0,47.088809967041016
B126,-10,d1,4,4.0,0.0
B126,-10,d1,5,5.0,31.27428436279297
B126,-10,d1,6,6.0,0.0
B126,-10,d1,7,7.0,0.0
B126,-10,d1,8,8.0,0.0
B126,-10,d1,9,9.0,14.564687728881836
B127,-10,d1,1,1.0,2345.029296875
B127,-10,d1,2,2.0,1818.3763427734375
B127,-10,d1,3,3.0,86.9307632446289
B127,-10,d1,4,4.0,890.2251586914062
B127,-10,d1,5,5.0,60.38056564331055
B127,-10,d1,6,6.0,468.6696472167969
B127,-10,d1,7,7.0,324.034423828125
B127,-10,d1,8,8.0,195.20538330078125
B127,-10,d1,9,9.0,38.291648864746094
B128,-10,d1,1,1.0,4536.0830078125
B128,-10,d1,2,2.0,3866.610107421875
B128,-10,d1,3,3.0,125.22183227539062
B128,-10,d1,4,4.0,2488.75537109375
B128,-10,d1,5,5.0,85.98827362060547
B128,-10,d1,6,6.0,1888.9249267578125
B128,-10,d1,7,7.0,1754.6822509765625
B128,-10,d1,8,8.0,1520.45947265625
B128,-10,d1,9,9.0,58.74164962768555
B132,-10,d1,1,1.0,0.0
B132,-10,d1,2,2.0,0.0
B132,-10,d1,3,3.0,39.906925201416016
B132,-10,d1,4,4.0,0.0
B132,-10,d1,5,5.0,30.394134521484375
B132,-10,d1,6,6.0,0.0
B132,-10,d1,7,7.0,0.0
B132,-10,d1,8,8.0,0.0
B132,-10,d1,9,9.0,15.437331199645996
B134,-10,d1,1,1.0,186.72445678710938
B134,-10,d1,2,2.0,0.0
B134,-10,d1,3,3.0,54.28455352783203
B134,-10,d1,4,4.0,0.0
B134,-10,d1,5,5.0,37.9878044128418
B134,-10,d1,6,6.0,0.0
B134,-10,d1,7,7.0,0.0
B134,-10,d1,8,8.0,0.0
B134,-10,d1,9,9.0,16.835718154907227
B135,-10,d1,1,1.0,2589.1083984375
B135,-10,d1,2,2.0,1786.375
B135,-10,d1,3,3.0,47.80522918701172
B135,-10,d1,4,4.0,468.15191650390625
B135,-10,d1,5,5.0,57.59385681152344
B135,-10,d1,6,6.0,409.8137512207031
B135,-10,d1,7,7.0,339.5148010253906
B135,-10,d1,8,8.0,215.37509155273438
B135,-10,d1,9,9.0,37.84988784790039
B136,-10,d1,1,1.0,2302.7841796875
B136,-10,d1,2,2.0,2012.4163818359375
B136,-10,d1,3,3.0,86.97203826904297
B136,-10,d1,4,4.0,886.2662353515625
B136,-10,d1,5,5.0,64.3434066772461
B136,-10,d1,6,6.0,795.5882568359375
B136,-10,d1,7,7.0,639.2078857421875
B136,-10,d1,8,8.0,411.9810485839844
B136,-10,d1,9,9.0,40.09951400756836
B137,-10,d1,1,1.0,5702.916015625
B137,-10,d1,2,2.0,5515.43212890625
B137,-10,d1,3,3.0,98.07072448730469
B137,-10,d1,4,4.0,1663.1512451171875
B137,-10,d1,5,5.0,85.31318664550781
B137,-10,d1,6,6.0,2463.560302734375
B137,-10,d1,7,7.0,2377.104736328125
B137,-10,d1,8,8.0,1867.5816650390625
B137,-10,d1,9,9.0,56.5384635925293
B138,-10,d1,1,1.0,4541.375
B138,-10,d1,2,2.0,3823.048583984375
B138,-10,d1,3,3.0,103.0478744506836
B138,-10,d1,4,4.0,1514.6722412109375
B138,-10,d1,5,5.0,73.87158203125
B138,-10,d1,6,6.0,1395.914794921875
B138,-10,d1,7,7.0,1341.84326171875
B138,-10,d1,8,8.0,1128.784912109375
B138,-10,d1,9,9.0,52.14187240600586
B143,0,d1,1,1.0,0.0
B143,0,d1,2,2.0,0.0
B143,0,d1,3,3.0,44.58820724487305
B143,0,d1,4,4.0,0.0
B143,0,d1,5,5.0,33.07064437866211
B143,0,d1,6,6.0,0.0
B143,0,d1,7,7.0,0.0
B143,0,d1,8,8.0,0.0
B143,0,d1,9,9.0,15.334043502807617
B144,0,d1,1,1.0,0.0
B144,0,d1,2,2.0,0.0
B144,0,d1,3,3.0,33.73649597167969
B144,0,d1,4,4.0,0.0
B144,0,d1,5,5.0,27.982946395874023
B144,0,d1,6,6.0,0.0
B144,0,d1,7,7.0,0.0
B144,0,d1,8,8.0,0.0
B144,0,d1,9,9.0,15.867225646972656
B151,-20,d1,1,1.0,3970.447021484375
B151,-20,d1,2,2.0,3371.185791015625
B151,-20,d1,3,3.0,120.11201477050781
B151,-20,d1,4,4.0,2304.295166015625
B151,-20,d1,5,5.0,84.13174438476562
B151,-20,d1,6,6.0,1785.6357421875
B151,-20,d1,7,7.0,1555.4342041015625
B151,-20,d1,8,8.0,1266.1435546875
B151,-20,d1,9,9.0,51.56113815307617
B166,-10,d1,1,1.0,888.4556274414062
B166,-10,d1,2,2.0,0.0
B166,-10,d1,3,3.0,44.51474380493164
B166,-10,d1,4,4.0,0.0
B166,-10,d1,5,5.0,33.15084457397461
B166,-10,d1,6,6.0,0.0
B166,-10,d1,7,7.0,0.0
B166,-10,d1,8,8.0,0.0
B166,-10,d1,9,9.0,17.57280921936035
B168,-10,d1,1,1.0,582.955810546875
B168,-10,d1,2,2.0,370.1664733886719
B168,-10,d1,3,3.0,63.903377532958984
B168,-10,d1,4,4.0,0.0
B168,-10,d1,5,5.0,45.64258575439453
B168,-10,d1,6,6.0,0.0
B168,-10,d1,7,7.0,0.0
B168,-10,d1,8,8.0,0.0
B168,-10,d1,9,9.0,27.106706619262695
B169,-10,d1,1,1.0,284.8889465332031
B169,-10,d1,2,2.0,79.13780212402344
B169,-10,d1,3,3.0,55.235538482666016
B169,-10,d1,4,4.0,0.0
B169,-10,d1,5,5.0,42.191001892089844
B169,-10,d1,6,6.0,0.0
B169,-10,d1,7,7.0,0.0
B169,-10,d1,8,8.0,0.0
B169,-10,d1,9,9.0,25.038799285888672
B170,-10,d1,1,1.0,3.9605796337127686
B170,-10,d1,2,2.0,0.0
B170,-10,d1,3,3.0,52.83867263793945
B170,-10,d1,4,4.0,0.0
B170,-10,d1,5,5.0,39.527854919433594
B170,-10,d1,6,6.0,0.0
B170,-10,d1,7,7.0,0.0
B170,-10,d1,8,8.0,0.0
B170,-10,d1,9,9.0,23.951589584350586
B171,-10,d1,1,1.0,0.0
B171,-10,d1,2,2.0,0.0
B171,-10,d1,3,3.0,46.057640075683594
B171,-10,d1,4,4.0,0.0
B171,-10,d1,5,5.0,35.83184814453125
B171,-10,d1,6,6.0,0.0
B171,-10,d1,7,7.0,0.0
B171,-10,d1,8,8.0,0.0
B171,-10,d1,9,9.0,19.886070251464844
B173,-10,d1,1,1.0,0.0
B173,-10,d1,2,2.0,0.0
B173,-10,d1,3,3.0,48.73324203491211
B173,-10,d1,4,4.0,0.0
B173,-10,d1,5,5.0,36.91279983520508
B173,-10,d1,6,6.0,0.0
B173,-10,d1,7,7.0,0.0
B173,-10,d1,8,8.0,0.0
B173,-10,d1,9,9.0,20.868370056152344
B174,-10,d1,1,1.0,0.0
B174,-10,d1,2,2.0,0.0
B174,-10,d1,3,3.0,34.281288146972656
B174,-10,d1,4,4.0,0.0
B174,-10,d1,5,5.0,30.428058624267578
B174,-10,d1,6,6.0,0.0
B174,-10,d1,7,7.0,0.0
B174,-10,d1,8,8.0,0.0
B174,-10,d1,9,9.0,18.213552474975586
B176,-10,d1,1,1.0,3432.066162109375
B176,-10,d1,2,2.0,2672.384765625
B176,-10,d1,3,3.0,104.36455535888672
B176,-10,d1,4,4.0,1525.739013671875
B176,-10,d1,5,5.0,69.50399017333984
B176,-10,d1,6,6.0,936.2984008789062
B176,-10,d1,7,7.0,758.7159423828125
B176,-10,d1,8,8.0,570.3890380859375
B176,-10,d1,9,9.0,44.77369689941406
B177,-10,d1,1,1.0,2289.029296875
B177,-10,d1,2,2.0,1769.1322021484375
B177,-10,d1,3,3.0,89.53343963623047
B177,-10,d1,4,4.0,1077.77001953125
B177,-10,d1,5,5.0,63.684574127197266
B177,-10,d1,6,6.0,614.4370727539062
B177,-10,d1,7,7.0,439.29534912109375
B177,-10,d1,8,8.0,205.3874969482422
B177,-10,d1,9,9.0,35.47488021850586
B178,-10,d1,1,1.0,5525.59033203125
B178,-10,d1,2,2.0,4593.90576171875
B178,-10,d1,3,3.0,83.39859771728516
B178,-10,d1,4,4.0,1130.870361328125
B178,-10,d1,5,5.0,77.58824157714844
B178,-10,d1,6,6.0,1777.55078125
B178,-10,d1,7,7.0,1793.04345703125
B178,-10,d1,8,8.0,1593.375244140625
B178,-10,d1,9,9.0,58.55979919433594
B180,-10,d1,1,1.0,5328.560546875
B180,-10,d1,2,2.0,4865.31396484375
B180,-10,d1,3,3.0,144.83421325683594
B180,-10,d1,4,4.0,3338.858154296875
B180,-10,d1,5,5.0,105.57666778564453
B180,-10,d1,6,6.0,3104.682861328125
B180,-10,d1,7,7.0,2816.1796875
B180,-10,d1,8,8.0,2281.670654296875
B180,-10,d1,9,9.0,67.31011199951172
B181,-10,d1,1,1.0,3155.961669921875
B181,-10,d1,2,2.0,2672.413818359375
B181,-10,d1,3,3.0,108.59486389160156
B181,-10,d1,4,4.0,1859.73046875
B181,-10,d1,5,5.0,76.83792114257812
B181,-10,d1,6,6.0,1359.845947265625
B181,-10,d1,7,7.0,1191.4197998046875
B181,-10,d1,8,8.0,990.2037353515625
B181,-10,d1,9,9.0,50.86663818359375
B182,-10,d1,1,1.0,2326.034912109375
B182,-10,d1,2,2.0,1431.9046630859375
B182,-10,d1,3,3.0,32.580963134765625
B182,-10,d1,4,4.0,0.0
B182,-10,d1,5,5.0,48.9030876159668
B182,-10,d1,6,6.0,209.9540557861328
B182,-10,d1,7,7.0,259.0855407714844
B182,-10,d1,8,8.0,149.2606658935547
B182,-10,d1,9,9.0,34.701778411865234
B183,-10,d1,1,1.0,1102.6724853515625
B183,-10,d1,2,2.0,706.8336181640625
B183,-10,d1,3,3.0,69.59024810791016
B183,-10,d1,4,4.0,326.1796569824219
B183,-10,d1,5,5.0,52.26766586303711
B183,-10,d1,6,6.0,101.35295867919922
B183,-10,d1,7,7.0,10.249391555786133
B183,-10,d1,8,8.0,0.0
B183,-10,d1,9,9.0,30.977495193481445
B184,-10,d1,1,1.0,5654.81689453125
B184,-10,d1,2,2.0,5304.4453125
B184,-10,d1,3,3.0,107.03634643554688
B184,-10,d1,4,4.0,1691.1102294921875
B184,-10,d1,5,5.0,85.09568786621094
B184,-10,d1,6,6.0,2172.116943359375
B184,-10,d1,7,7.0,2166.533447265625
B184,-10,d1,8,8.0,1836.3544921875
B184,-10,d1,9,9.0,58.632591247558594
B185,-10,d1,1,1.0,5567.369140625
B185,-10,d1,2,2.0,5381.21728515625
B185,-10,d1,3,3.0,159.88417053222656
B185,-10,d1,4,4.0,3480.03857421875
B185,-10,d1,5,5.0,102.79744720458984
B185,-10,d1,6,6.0,2911.289306640625
B185,-10,d1,7,7.0,2742.478271484375
B185,-10,d1,8,8.0,2262.046875
B185,-10,d1,9,9.0,68.71736907958984
B186,-10,d1,1,1.0,3048.629638671875
B186,-10,d1,2,2.0,2257.3203125
B186,-10,d1,3,3.0,80.74876403808594
B186,-10,d1,4,4.0,721.4666748046875
B186,-10,d1,5,5.0,63.30268096923828
B186,-10,d1,6,6.0,736.6856079101562
B186,-10,d1,7,7.0,650.0785522460938
B186,-10,d1,8,8.0,508.5583801269531
B186,-10,d1,9,9.0,43.126590728759766
B187,-10,d1,1,1.0,5268.65283203125
B187,-10,d1,2,2.0,4485.98828125
B187,-10,d1,3,3.0,96.80221557617188
B187,-10,d1,4,4.0,876.8577270507812
B187,-10,d1,5,5.0,70.12271881103516
B187,-10,d1,6,6.0,1413.879150390625
B187,-10,d1,7,7.0,1371.724853515625
B187,-10,d1,8,8.0,1076.911865234375
B187,-10,d1,9,9.0,48.12728500366211
B188,-10,d1,1,1.0,3543.873779296875
B188,-10,d1,2,2.0,3196.13037109375
B188,-10,d1,3,3.0,115.91800689697266
B188,-10,d1,4,4.0,2043.628662109375
B188,-10,d1,5,5.0,81.04602813720703
B188,-10,d1,6,6.0,1733.1998291015625
B188,-10,d1,7,7.0,1643.6717529296875
B188,-10,d1,8,8.0,1445.657958984375
B188,-10,d1,9,9.0,59.234130859375
B189,-10,d1,1,1.0,5648.5869140625
B189,-10,d1,2,2.0,5114.68701171875
B189,-10,d1,3,3.0,144.02789306640625
B189,-10,d1,4,4.0,3147.87109375
B189,-10,d1,5,5.0,99.83031463623047
B189,-10,d1,6,6.0,2821.382568359375
B189,-10,d1,7,7.0,2755.706298828125
B189,-10,d1,8,8.0,2433.1435546875
B189,-10,d1,9,9.0,72.87470245361328
B190,-10,d1,1,1.0,4979.63232421875
B190,-10,d1,2,2.0,4303.59423828125
B190,-10,d1,3,3.0,71.03981018066406
B190,-10,d1,4,4.0,548.5555419921875
B190,-10,d1,5,5.0,67.10417938232422
B190,-10,d1,6,6.0,1423.9107666015625
B190,-10,d1,7,7.0,1490.37548828125
B190,-10,d1,8,8.0,1320.585693359375
B190,-10,d1,9,9.0,55.426692962646484
B191,-10,d1,1,1.0,4374.57763671875
B191,-10,d1,2,2.0,3853.87939453125
B191,-10,d1,3,3.0,123.04476928710938
B191,-10,d1,4,4.0,2383.722900390625
B191,-10,d1,5,5.0,95.10651397705078
B191,-10,d1,6,6.0,2838.37451171875
B191,-10,d1,7,7.0,2945.0517578125
B191,-10,d1,8,8.0,2665.103759765625
B191,-10,d1,9,9.0,73.50656127929688
B192,-10,d1,1,1.0,5308.73681640625
B192,-10,d1,2,2.0,5098.1494140625
B192,-10,d1,3,3.0,157.63766479492188
B192,-10,d1,4,4.0,3842.736328125
B192,-10,d1,5,5.0,112.54354095458984
B192,-10,d1,6,6.0,3512.48681640625
B192,-10,d1,7,7.0,3405.96484375
B192,-10,d1,8,8.0,3072.6162109375
B192,-10,d1,9,9.0,84.84656524658203
B193,-10,d1,1,1.0,5564.43896484375
B193,-10,d1,2,2.0,5177.80029296875
B193,-10,d1,3,3.0,104.68588256835938
B193,-10,d1,4,4.0,1282.0325927734375
B193,-10,d1,5,5.0,77.17485809326172
B193,-10,d1,6,6.0,1815.676513671875
B193,-10,d1,7,7.0,1920.20947265625
B193,-10,d1,8,8.0,1691.9998779296875
B193,-10,d1,9,9.0,59.91981506347656
B194,-10,d1,1,1.0,2891.85595703125
B194,-10,d1,2,2.0,2565.30419921875
B194,-10,d1,3,3.0,101.19722747802734
B194,-10,d1,4,4.0,1508.35791015625
B194,-10,d1,5,5.0,73.07817077636719
B194,-10,d1,6,6.0,1294.9913330078125
B194,-10,d1,7,7.0,1191.9249267578125
B194,-10,d1,8,8.0,992.198974609375
B194,-10,d1,9,9.0,50.76976013183594
B195,-10,d1,1,1.0,410.66796875
B195,-10,d1,2,2.0,0.0
B195,-10,d1,3,3.0,40.13587951660156
B195,-10,d1,4,4.0,0.0
B195,-10,d1,5,5.0,37.97297286987305
